artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist,user,artists_song
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Rock/Alt Compilation - April 2022,0QfMnJ7Y0gqUlW0hjY6lDy,The Get Down,2PKVJBKSYqHidjR2wuH05o,0.0,0.61,0.656,1.0,-5.604,0.0,0.0487,0.0476,1.48e-05,0.441,0.568,93.004,196298.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsThe Get Down
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Rock/Alt Compilation - April 2022,0QfMnJ7Y0gqUlW0hjY6lDy,Delete It,0WCijAT9b5s3yRnETSJUfc,1.0,0.553,0.703,0.0,-8.902,1.0,0.0647,0.214,0.0,0.438,0.524,77.982,175515.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsDelete It
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Rock/Alt Compilation - April 2022,0QfMnJ7Y0gqUlW0hjY6lDy,Madeline,6jnWYKZi4vvAXwzBJBKzYj,3.0,0.52,0.47,2.0,-9.606,1.0,0.027,0.0687,0.000354,0.385,0.303,80.442,224440.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsMadeline
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Rock/Alt Compilation - April 2022,0QfMnJ7Y0gqUlW0hjY6lDy,Never Look Back,10yD5hAOdz2HB3U9nP6oz2,1.0,0.521,0.49,9.0,-10.799,1.0,0.0352,0.165,0.0102,0.0896,0.364,125.017,168907.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsNever Look Back
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Rock/Alt Compilation - April 2022,0QfMnJ7Y0gqUlW0hjY6lDy,Drifting,60qOkDq00HkH5VAMIvNn6U,0.0,0.395,0.649,4.0,-15.078,0.0,0.0323,0.167,0.426,0.121,0.838,163.955,225039.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsDrifting
RE: DAWN,26K935sZEiRHYmNH1W2zt4,2.0,[unknown],Atomic Bomb,4Ilk3ZRuW7FVJk4PDFFGX6,Atomic Bomb,5HAJ9n25COpA1fsesPr5TA,3.0,0.447,0.679,2.0,-7.093,1.0,0.0295,0.206,0.243,0.123,0.0969,87.991,248182.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,RE: DAWNAtomic Bomb
Hotspit,0kphA3MGt36fImvxkTaTZe,13.0,[unknown],Wane Mouth,3AXST5GEapb5Af4G6YWGKE,Wane Mouth,2RxBEHLb2LsFL9APmhi3UB,8.0,0.722,0.651,4.0,-6.083,1.0,0.0252,0.00969,0.0661,0.0806,0.458,113.976,216787.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,HotspitWane Mouth
Yeti Tactics,7x9Fs2EoC9wnaAn15xcwVO,8.0,[unknown],PERFECT STRANGER,1XHxHlPJ4Em19QF0I6snik,PERFECT STRANGER,6i1Py1d1se3p5FSylAztxH,7.0,0.576,0.678,7.0,-9.706,1.0,0.0359,1.68e-05,0.07,0.651,0.463,139.903,182000.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Yeti TacticsPERFECT STRANGER
Jasper Wilderness,2dqhFwBKG2HSQY1NoFohiw,20.0,[unknown],Coming Home to Silence,4D6qenZ8sjEZ0KWfaKTI1z,The Poet Boy,6amvPC5w1z8CyCy8Yn1oFw,0.0,0.583,0.871,9.0,-7.509,1.0,0.0396,0.00235,0.0297,0.137,0.131,142.007,287280.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Jasper WildernessThe Poet Boy
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Rock/Alt Compilation - April 2022,0QfMnJ7Y0gqUlW0hjY6lDy,I Couldn't Be There,7uoVw6LT8tr5c84Sw9XgCl,0.0,0.524,0.664,11.0,-9.817,0.0,0.0323,0.182,0.613,0.17,0.409,104.028,198894.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsI Couldn't Be There
Lo Moon,2XcWfmG3wclCLfTJb7mFeg,39.0,[la pop],A Modern Life,7pvyFbfqAn806uiltQVpqt,Stop,6IJBm5j5ezkexaS8yw389R,17.0,0.381,0.576,4.0,-6.838,1.0,0.0292,0.126,0.347,0.109,0.125,151.963,323547.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Lo MoonStop
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,To Ana:,6Oc3RoNG165vDnuobBcRmI,2.0,0.525,0.335,7.0,-13.29,1.0,0.0298,0.878,9.21e-06,0.281,0.239,95.04,200684.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsTo Ana:
Ethan Tasch,5QeOEXfGjdzdEsUOHODPCw,46.0,[unknown],Make it Deep,4sFSctmy3r9VUe5RySaZnr,Make it Deep,325y2uV0JF3Nnfzp7TFf7v,24.0,0.796,0.43,8.0,-8.012,1.0,0.0408,0.16,0.00133,0.105,0.637,97.994,204960.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Ethan TaschMake it Deep
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Young & Old,3FRvtGS0i4Ky5FZ3FIir86,2.0,0.677,0.549,1.0,-9.221,0.0,0.0464,0.588,0.0987,0.0968,0.535,91.031,274307.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsYoung & Old
Tyler Brown Williams,5xI8nUpNVKFiyrmcq4l9s7,32.0,[indiecoustica],You,6o056reEme6LI4Dc2WxCHr,You,5CgW4rf1Bk3HCmWIJB42kP,23.0,0.414,0.359,0.0,-11.233,1.0,0.0276,0.214,0.158,0.107,0.0948,140.079,283500.0,3.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Tyler Brown WilliamsYou
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Midnight Man,2VlZGUk4e7bej4utYJSbQJ,1.0,0.749,0.631,8.0,-10.482,1.0,0.0317,0.578,0.704,0.131,0.856,121.022,189405.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsMidnight Man
Libby Steel,7rzGDjPsqbIPuMfoo5cBrS,4.0,[unknown],Ebbs & Flows,3kbdjMrnsFcgCqOgtpMwRr,Ebbs & Flows,3tQqiVxLultQ0nKytq7cpG,6.0,0.638,0.729,2.0,-5.115,1.0,0.0303,0.481,0.0,0.189,0.683,97.987,249062.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Libby SteelEbbs & Flows
Jordan Pratt,45LDETeH1V7yzGfXOLRfK3,16.0,[unknown],The Deepest of Blues,3cIjTWUFadpeQxW2BIzk5G,The Deepest of Blues,1s6zD6JZ2xaihdrfktbsZi,14.0,0.536,0.396,3.0,-13.591,1.0,0.0506,0.746,0.00107,0.389,0.339,75.041,208781.0,1.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Jordan PrattThe Deepest of Blues
Coyote Island,4kA2Nc7ABFmtulhoskS8Wz,36.0,[unknown],Back Alive,6uL3J2XeR9nBfPi5y7Vtrv,Back Alive,3CxEftUUEggBV9SdAQLl0V,0.0,0.582,0.62,11.0,-6.425,0.0,0.0382,0.0948,3.64e-05,0.0446,0.6,119.999,227949.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Coyote IslandBack Alive
Laur Elle,5DQPhXyByXuh4DxLjHm7UH,40.0,[canadian pop],Crossed Wires,2HmAD3gWMZieKs02oDodWE,Crossed Wires,3qxhvx0fN9n2qmLOvvSJdB,18.0,0.635,0.532,2.0,-6.7,1.0,0.0284,0.264,0.0,0.147,0.46,124.062,185481.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Laur ElleCrossed Wires
Voyageur,4e96iK3tKVtBuCdQPjoik8,36.0,[modern indie folk],Indigo,39NQggZqzhEw4gkBqDWguQ,Anything,6hPhTGKPrgvhgnCngE7JUd,6.0,0.577,0.513,11.0,-9.402,1.0,0.0287,0.349,0.000786,0.0916,0.174,111.976,245160.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,VoyageurAnything
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Lovers Coming Down,2hC3uJyxLG6j4wJen1CVj7,0.0,0.472,0.454,6.0,-12.391,1.0,0.0325,0.319,0.0031,0.182,0.296,84.937,210254.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsLovers Coming Down
Philine Sonny,5NXT9hOfNLjOMnXqCqzR2t,39.0,[unknown],Oh Brother,0mks42q5szsh6BmoyjouQq,Oh Brother,69Cyg7TRB93bLhO1pbec8V,11.0,0.582,0.119,6.0,-15.268,1.0,0.0276,0.89,0.0758,0.11,0.267,99.668,182480.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Philine SonnyOh Brother
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,August,2iP1hm10MvGqs7xZYEyh0a,1.0,0.472,0.354,0.0,-10.491,1.0,0.029,0.249,3.21e-06,0.185,0.383,121.876,205328.0,3.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsAugust
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Honey!,6a0jDHCB5SniBIh2RqNWDP,1.0,0.413,0.592,2.0,-10.381,1.0,0.0302,0.199,7.14e-05,0.217,0.408,109.989,234000.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsHoney!
Will Hearn,4jR4yABF1QXCxXDXYNKcVQ,32.0,[unknown],Honey Bee,7iPpHyzvfgaGSKHTA1sxaW,Honey Bee,4mwlVfAbEtlKrT7Yy4zyf1,27.0,0.709,0.375,7.0,-9.943,1.0,0.0298,0.396,0.00707,0.342,0.535,92.472,171290.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Will HearnHoney Bee
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Halfway There,4CPdr7ubDCeUlawATtDccf,1.0,0.586,0.572,2.0,-7.828,1.0,0.0281,0.493,0.0413,0.0726,0.274,120.037,233125.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsHalfway There
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Lucid Dreaming,2Uy1VWdguZY8DpOXNxZpwV,1.0,0.426,0.534,2.0,-10.465,1.0,0.0503,0.417,2.53e-05,0.113,0.242,131.902,255652.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsLucid Dreaming
Morningsiders,5hPR4Atp3QY2ztiAcz1inl,60.0,"[folk-pop, indie folk, indiecoustica, neo mellow, pop rock, stomp and holler]",Hang the Cedar,1CsUsbRCUf1fVwPK0Ujeno,Waterfall,4TTneT53wjjzpRTdJnjvCP,0.0,0.611,0.448,9.0,-9.799,1.0,0.0332,0.782,0.0575,0.0553,0.281,91.996,212707.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,MorningsidersWaterfall
JD Eicher,410MPX0LjYx4PFgIJsBbPT,19.0,[unknown],Majesto Sessions,6YZDKLyF9vyX4vQ3FuZBNi,Kamikaze,6dfc3sNTavAuSSvt18MkUB,8.0,0.708,0.72,2.0,-5.458,1.0,0.122,0.202,1.4e-06,0.103,0.824,82.021,169107.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,JD EicherKamikaze
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Swedish Horse,4tqEHg3R2zfe61aC6D3dkl,0.0,0.643,0.646,9.0,-9.899,1.0,0.0304,0.455,0.0766,0.214,0.683,100.017,227335.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsSwedish Horse
Riley Pearce,0A3HlWZGV8WrCcqxKM2neg,52.0,"[australian singer-songwriter, indie anthem-folk, indie folk]",Furniture,5zsXNyIgM8KU5rghqzzUMZ,Furniture,5GbLjQ0usFiSWcGOKgqsc0,16.0,0.765,0.38,4.0,-12.896,1.0,0.0348,0.807,0.00635,0.104,0.361,114.982,194884.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Riley PearceFurniture
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Woodlands Drive,79tK4orRjOY6cTCB4OBAD8,1.0,0.402,0.466,4.0,-9.802,1.0,0.0909,0.752,4.74e-06,0.708,0.229,82.286,221441.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsWoodlands Drive
Plàsi,4XPttwv3iZzydK67YRl8tL,50.0,"[indie folk, modern indie folk, swedish folk pop, swedish indie folk]",Foreign Sea,2zw3vj7T9QBMk7xCwy5cTt,Foreign Sea,1OkQ8dD8bHMI6GqnSKQN1u,28.0,0.551,0.176,2.0,-16.868,1.0,0.0331,0.779,0.12,0.0875,0.31,115.065,185969.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,PlàsiForeign Sea
little luna,5p6wO94xYpLb7bhXNQz4HU,29.0,[unknown],under the wave,3CClWSCPw27V4tAf41Xf8v,under the wave,76FpaDTbPFT2CE0uooAqqG,0.0,0.716,0.439,4.0,-7.745,0.0,0.0299,0.613,0.000393,0.105,0.319,125.932,195524.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,little lunaunder the wave
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,You,4ulISY71oMjUgnRAJmb71B,1.0,0.565,0.341,3.0,-12.004,1.0,0.0296,0.892,0.156,0.107,0.148,121.85,254906.0,3.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsYou
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,There Won't Be a Day,7Fv1bb03DxhihAhO1wV8Fr,1.0,0.574,0.516,3.0,-11.053,1.0,0.0289,0.511,9.09e-05,0.116,0.348,107.007,236147.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsThere Won't Be a Day
Embleton,5c0MLyuxR1EaRCMNPcgT7J,12.0,[unknown],Like Only a Fool,4IMK3S0EKMagA1Zz93qlzl,Señorita,67aYpiTEszgG0WIDDglG8Q,1.0,0.671,0.372,7.0,-8.756,1.0,0.03,0.563,0.0,0.129,0.593,113.818,138947.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,EmbletonSeñorita
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Sunshiney Day,2Cj4cRTkAlT2erdTjMa386,1.0,0.779,0.488,2.0,-7.361,1.0,0.0445,0.853,0.00746,0.358,0.357,121.137,184309.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsSunshiney Day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Vaporfly,32e1vIUnseTQ5px6DxgFGw,1.0,0.705,0.387,2.0,-9.549,1.0,0.0282,0.858,0.000154,0.33,0.369,110.01,169587.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsVaporfly
Hayden Calnin,19OAtq7pNHnBRKJORFeahx,51.0,"[australian indie, folktronica, indie anthem-folk, indie folk]",Dreamer,5vfbxg7vfVJaT9pXHfoqQc,Dreamer,4bqeBWlKwz8PoEjI4v7ggz,32.0,0.678,0.482,2.0,-11.097,0.0,0.0426,0.726,0.00319,0.0803,0.317,100.008,220564.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Hayden CalninDreamer
Freddy Madson,56e9xK94w4nHksXe4eCMSe,13.0,[unknown],Hanging in the Air,2MP1bW5Yoe7OHZXcnLONGM,Hanging in the Air,4eQkx2ziVW9OjPclrWt4Pv,9.0,0.545,0.673,2.0,-7.164,0.0,0.0367,0.0102,9.33e-06,0.36,0.15,95.008,215626.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Freddy MadsonHanging in the Air
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,I Have It All,44gKWrsfrd99DOt3FZGsO6,0.0,0.605,0.594,9.0,-6.258,1.0,0.0251,0.0452,0.00022,0.0842,0.545,146.056,259894.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsI Have It All
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,When You Come,4Xm1p4bmfIGV0dBP0BGkR1,1.0,0.497,0.51,2.0,-7.709,1.0,0.0374,0.246,2.4e-05,0.0502,0.332,119.002,297560.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsWhen You Come
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - April 2022,1figlDuGNDz1x9Y2Z5mzHT,Until the End,27y8kWz8HgfZfnnJ2ENmPk,1.0,0.327,0.258,5.0,-11.199,1.0,0.0377,0.869,0.00975,0.113,0.388,82.251,246640.0,4.0,Indie/Pop/Folk Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsUntil the End
HARBRS,0UYyS6FwvxLy8dw1W9SB6T,23.0,[unknown],Life Is Beautiful,2kePmOSJPpQODMTFC353pg,I'll Be There for You,0ZApmTCzkPfEEcnvsByffN,9.0,0.434,0.423,8.0,-9.793,1.0,0.0294,0.443,0.0117,0.0805,0.242,143.943,261671.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,HARBRSI'll Be There for You
Bradley Baker,0L87ufcQdvOHWZbcrIaXcc,9.0,[unknown],One More Try,2u5cgzXGeFeTa1Z05CQpcm,One More Try,4HPvPj0vlUJEjUNoDTJ969,7.0,0.34,0.107,7.0,-19.213,1.0,0.036,0.811,0.00569,0.0961,0.286,142.466,224000.0,3.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Bradley BakerOne More Try
The Saint Johns,3tdY20WqCriinEyudhu6r4,19.0,[folk-pop],From Here,4ZvnbxJx5Ivfo3JqZyLWSX,From Here,3kl6QRvn7uVdmQTOjQ8OYT,3.0,0.533,0.233,0.0,-13.644,1.0,0.0306,0.938,0.0421,0.17,0.149,123.906,200119.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,The Saint JohnsFrom Here
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Spring 2022,7EkOmEl2NHp6zyXAKCcKLh,Sophia,6kBGN91a1f61InJ9KKuuAl,3.0,0.546,0.385,7.0,-8.308,1.0,0.0282,0.939,0.00127,0.148,0.183,120.985,202693.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsSophia
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Spring 2022,7EkOmEl2NHp6zyXAKCcKLh,Sundays in the South,10HMJDktZZOnH2OCjG3WeB,3.0,0.462,0.309,4.0,-12.244,1.0,0.0305,0.826,0.0417,0.0854,0.263,143.928,236614.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsSundays in the South
Far Caspian,0EzsHuJxUDcfqSqvoPhKG4,51.0,[leeds indie],Following The Trend / Sun Room,3xWLlWkthzF6DJFIEgK0hd,Sun Room,1ziaE1jEe2qWiYUH1sfzOV,25.0,0.322,0.307,0.0,-14.235,1.0,0.0326,0.933,0.631,0.0951,0.292,85.663,235547.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Far CaspianSun Room
Ace Landauer,4gBMelJ38NihbItaUFwamw,2.0,[unknown],Neckdeep,7wNSoerBP1JkwzqN54lQII,"Call me, mine",308OAhKUEMf0G4JJkgrtFB,3.0,0.553,0.244,2.0,-14.883,1.0,0.0325,0.891,0.053,0.118,0.306,134.019,181800.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,"Ace LandauerCall me, mine"
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Spring 2022,7EkOmEl2NHp6zyXAKCcKLh,Only Human,3N4vBEkkRLWkWihsV1iBW8,3.0,0.347,0.0803,7.0,-16.8,1.0,0.0367,0.898,7.09e-05,0.0823,0.207,103.108,207894.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsOnly Human
Paul Moody,6FLG88yIgDt5jgvGxB9trN,37.0,[unknown],Towards You,5BXYe0KNi3Nhqu1K0CpX3Z,Oregon,7vjkr2SyPuucBMr0B3MQpC,0.0,0.671,0.154,6.0,-16.119,1.0,0.0302,0.906,0.0522,0.124,0.164,131.019,300631.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Paul MoodyOregon
Parker Rose,1t08EEn6XWinnrPBMQzcwF,28.0,[unknown],Glitter,4qjqxq9mCC4ORmqlnqKyXF,Glitter,0wfS2diND7iuiT7X2FdPt6,18.0,0.751,0.348,5.0,-11.089,1.0,0.0449,0.779,0.00243,0.108,0.845,135.158,167773.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Parker RoseGlitter
Olive Klug,3SEtmo8E5DJVuGddKYqeiU,48.0,[gen z singer-songwriter],Self Help,0b7ocUikQNOLfzK348wRWp,Self Help,2NuC4GEK6BfBNRO1Ahislh,0.0,0.391,0.349,11.0,-8.418,1.0,0.0363,0.678,1.3e-06,0.113,0.52,80.149,222265.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Olive KlugSelf Help
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Spring 2022,7EkOmEl2NHp6zyXAKCcKLh,For Lost Memories,565f4afsRg5U09u3LFF8L5,2.0,0.48,0.325,2.0,-13.581,1.0,0.0349,0.776,0.666,0.0928,0.218,80.077,233250.0,3.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsFor Lost Memories
Rakish,5pS3aoVAgtFGB7gw7qXGlJ,9.0,[unknown],Counting Down the Hours,4sdX1XBzPZQeJGmmDRVgkB,Before Our Quiet Love,6t7NUvi34lWiSAxFKgWy2m,7.0,0.702,0.372,1.0,-10.677,1.0,0.0377,0.512,0.000124,0.107,0.377,91.938,225097.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,RakishBefore Our Quiet Love
Michael Dunstan,1NiUyWpQtsymFf3Ks4DZlt,34.0,"[australian indie folk, australian singer-songwriter]",Comrades,5nra56y4xZcL03qjfsaLma,Comrades,28bzWlX1quz2mdKeBLrYpc,6.0,0.619,0.612,5.0,-9.265,1.0,0.0288,0.308,0.0572,0.0882,0.562,139.984,209897.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Michael DunstanComrades
Thomas Ashby,2F9XoEZAS7hbMtrviDIHp4,12.0,"[indie anthem-folk, one-person band]",Vicarious,5s5RBaldXKtwktc63YhELM,Vicarious,5PBeCTdTSTqW9c2a9zBuZC,0.0,0.665,0.492,3.0,-13.019,1.0,0.0383,0.73,0.00648,0.0949,0.639,102.095,148382.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,Thomas AshbyVicarious
doppelfinger,26vQnKIdh6ysJWbcQ6o3P1,36.0,[modern indie folk],how to hide,3Y1neiDH824YdQDWu0E5Wi,how to hide,1MA556XdnK94fPiWKpgfvD,1.0,0.234,0.331,9.0,-14.783,1.0,0.0343,0.623,0.0361,0.0984,0.0998,101.303,243414.0,4.0,Indie/Indie-Folk Compilation - Spring 2022 🌼 (alexrainbirdMusic),alexrainbirdMusic,doppelfingerhow to hide
